1542764568.377815,peer83.org1.example.com,289kB / 242kB,289000,242000
1542764568.377815,peer87.org1.example.com,334kB / 255kB,334000,255000
1542764568.377815,peer73.org1.example.com,392kB / 313kB,392000,313000
1542764568.377815,peer80.org1.example.com,404kB / 261kB,404000,261000
1542764568.377815,peer34.org1.example.com,389kB / 213kB,389000,213000
1542764568.377815,peer42.org1.example.com,357kB / 384kB,357000,384000
1542764568.377815,peer67.org1.example.com,328kB / 248kB,328000,248000
1542764568.377815,peer27.org1.example.com,438kB / 349kB,438000,349000
1542764568.377815,peer12.org1.example.com,305kB / 261kB,305000,261000
1542764568.377815,peer91.org1.example.com,383kB / 279kB,383000,279000
1542764568.377815,peer99.org1.example.com,579kB / 465kB,579000,465000
1542764568.377815,peer94.org1.example.com,287kB / 237kB,287000,237000
1542764568.377815,peer24.org1.example.com,418kB / 428kB,418000,428000
1542764568.377815,peer88.org1.example.com,351kB / 354kB,351000,354000
1542764568.377815,peer38.org1.example.com,744kB / 612kB,744000,612000
1542764568.377815,peer89.org1.example.com,819kB / 584kB,819000,584000
1542764568.377815,peer59.org1.example.com,731kB / 589kB,731000,589000
1542764568.377815,peer76.org1.example.com,807kB / 658kB,807000,658000
1542764568.377815,peer85.org1.example.com,940kB / 753kB,940000,753000
1542764568.377815,peer1.org1.example.com,2.62MB / 6.23MB,2620000,6230000
1542764568.377815,peer64.org1.example.com,795kB / 587kB,795000,587000
1542764568.377815,peer44.org1.example.com,588kB / 500kB,588000,500000
1542764568.377815,peer66.org1.example.com,783kB / 649kB,783000,649000
1542764568.377815,peer4.org1.example.com,762kB / 587kB,762000,587000
1542764568.377815,peer36.org1.example.com,882kB / 677kB,882000,677000
1542764568.377815,peer69.org1.example.com,923kB / 676kB,923000,676000
1542764568.377815,peer21.org1.example.com,940kB / 770kB,940000,770000
1542764568.377815,peer18.org1.example.com,806kB / 723kB,806000,723000
1542764568.377815,peer19.org1.example.com,700kB / 627kB,700000,627000
1542764568.377815,orderer.example.com,148kB / 2.15kB,148000,2150
1542764568.377815,peer46.org1.example.com,998kB / 750kB,998000,750000
1542764568.377815,peer41.org1.example.com,950kB / 665kB,950000,665000
1542764568.377815,peer8.org1.example.com,967kB / 760kB,967000,760000
1542764568.377815,peer86.org1.example.com,1.04MB / 771kB,1040000,771000
1542764568.377815,peer47.org1.example.com,983kB / 728kB,983000,728000
1542764568.377815,peer6.org1.example.com,996kB / 808kB,996000,808000
1542764568.377815,peer75.org1.example.com,1.1MB / 818kB,1100000,818000
1542764568.377815,peer81.org1.example.com,944kB / 793kB,944000,793000
1542764568.377815,peer37.org1.example.com,803kB / 634kB,803000,634000
1542764568.377815,peer28.org1.example.com,760kB / 580kB,760000,580000
1542764568.377815,peer2.org1.example.com,1.06MB / 722kB,1060000,722000
1542764568.377815,peer68.org1.example.com,831kB / 632kB,831000,632000
1542764568.377815,peer48.org1.example.com,869kB / 575kB,869000,575000
1542764568.377815,peer10.org1.example.com,868kB / 617kB,868000,617000
1542764568.377815,peer98.org1.example.com,839kB / 607kB,839000,607000
1542764568.377815,peer93.org1.example.com,922kB / 702kB,922000,702000
1542764568.377815,peer71.org1.example.com,805kB / 464kB,805000,464000
1542764568.377815,peer77.org1.example.com,879kB / 470kB,879000,470000
1542764568.377815,peer58.org1.example.com,1.06MB / 790kB,1060000,790000
1542764568.377815,peer11.org1.example.com,698kB / 247kB,698000,247000
1542764568.377815,peer40.org1.example.com,785kB / 379kB,785000,379000
1542764568.377815,peer20.org1.example.com,639kB / 215kB,639000,215000
1542764568.377815,peer9.org1.example.com,714kB / 232kB,714000,232000
1542764568.377815,peer45.org1.example.com,709kB / 268kB,709000,268000
1542764568.377815,peer3.org1.example.com,735kB / 202kB,735000,202000
1542764568.377815,peer51.org1.example.com,849kB / 329kB,849000,329000
1542764568.377815,peer57.org1.example.com,713kB / 217kB,713000,217000
1542764568.377815,peer26.org1.example.com,845kB / 267kB,845000,267000
1542764568.377815,peer7.org1.example.com,691kB / 263kB,691000,263000
1542764568.377815,peer23.org1.example.com,780kB / 453kB,780000,453000
1542764568.377815,peer65.org1.example.com,795kB / 212kB,795000,212000
1542764568.377815,peer0.org1.example.com,4.39MB / 12.5MB,4390000,12500000
1542764568.377815,peer31.org1.example.com,741kB / 203kB,741000,203000
1542764568.377815,peer56.org1.example.com,849kB / 637kB,849000,637000
1542764568.377815,peer52.org1.example.com,585kB / 242kB,585000,242000
1542764568.377815,peer92.org1.example.com,643kB / 210kB,643000,210000
1542764568.377815,peer78.org1.example.com,882kB / 520kB,882000,520000
1542764568.377815,peer43.org1.example.com,666kB / 220kB,666000,220000
1542764568.377815,peer22.org1.example.com,660kB / 214kB,660000,214000
1542764568.377815,peer61.org1.example.com,169kB / 16.9kB,169000,16900
1542764568.377815,peer25.org1.example.com,815kB / 246kB,815000,246000
1542764568.377815,peer39.org1.example.com,787kB / 273kB,787000,273000
1542764568.377815,peer33.org1.example.com,894kB / 271kB,894000,271000
1542764568.377815,peer82.org1.example.com,806kB / 392kB,806000,392000
1542764568.377815,peer15.org1.example.com,556kB / 200kB,556000,200000
1542764568.377815,peer53.org1.example.com,673kB / 200kB,673000,200000
1542764568.377815,peer72.org1.example.com,839kB / 262kB,839000,262000
1542764568.377815,peer5.org1.example.com,863kB / 254kB,863000,254000
1542764568.377815,peer96.org1.example.com,695kB / 270kB,695000,270000
1542764568.377815,peer49.org1.example.com,771kB / 258kB,771000,258000
1542764568.377815,peer14.org1.example.com,934kB / 508kB,934000,508000

peer63.org1.example.com,258kB / 142kB
peer54.org1.example.com,304kB / 161kB
peer95.org1.example.com,276kB / 173kB
peer30.org1.example.com,266kB / 159kB
peer90.org1.example.com,305kB / 184kB
peer55.org1.example.com,356kB / 168kB
peer84.org1.example.com,355kB / 213kB
peer17.org1.example.com,327kB / 199kB
peer13.org1.example.com,292kB / 211kB
peer60.org1.example.com,294kB / 245kB
peer35.org1.example.com,301kB / 244kB
peer74.org1.example.com,369kB / 231kB
peer29.org1.example.com,289kB / 241kB
peer79.org1.example.com,277kB / 210kB
peer32.org1.example.com,348kB / 234kB
peer97.org1.example.com,342kB / 201kB
peer70.org1.example.com,338kB / 281kB
peer50.org1.example.com,399kB / 284kB
peer62.org1.example.com,418kB / 280kB
peer16.org1.example.com,302kB / 219kB
peer83.org1.example.com,298kB / 253kB
peer87.org1.example.com,347kB / 272kB
peer73.org1.example.com,439kB / 343kB
peer80.org1.example.com,436kB / 280kB
peer34.org1.example.com,437kB / 243kB
peer42.org1.example.com,367kB / 398kB
peer67.org1.example.com,362kB / 275kB
peer27.org1.example.com,449kB / 365kB
peer12.org1.example.com,344kB / 274kB
peer91.org1.example.com,393kB / 291kB
peer99.org1.example.com,594kB / 486kB
peer94.org1.example.com,314kB / 257kB
peer24.org1.example.com,430kB / 445kB
peer88.org1.example.com,363kB / 370kB
peer38.org1.example.com,814kB / 635kB
peer89.org1.example.com,837kB / 605kB
peer59.org1.example.com,746kB / 610kB
peer76.org1.example.com,829kB / 684kB
peer85.org1.example.com,952kB / 769kB
peer1.org1.example.com,2.74MB / 6.78MB
peer64.org1.example.com,852kB / 602kB
peer44.org1.example.com,631kB / 513kB
peer66.org1.example.com,803kB / 671kB
peer4.org1.example.com,773kB / 639kB
peer36.org1.example.com,933kB / 700kB
peer69.org1.example.com,943kB / 696kB
peer21.org1.example.com,962kB / 790kB
peer18.org1.example.com,817kB / 737kB
peer19.org1.example.com,720kB / 647kB
orderer.example.com,151kB / 2.15kB
peer46.org1.example.com,1.08MB / 801kB
peer41.org1.example.com,1.03MB / 711kB
peer8.org1.example.com,978kB / 777kB
peer86.org1.example.com,1.11MB / 790kB
peer47.org1.example.com,1.01MB / 789kB
peer6.org1.example.com,1.11MB / 862kB
peer75.org1.example.com,1.11MB / 835kB
peer81.org1.example.com,954kB / 806kB
peer37.org1.example.com,812kB / 643kB
peer28.org1.example.com,772kB / 595kB
peer2.org1.example.com,1.07MB / 727kB
peer68.org1.example.com,842kB / 647kB
peer48.org1.example.com,882kB / 583kB
peer10.org1.example.com,885kB / 631kB
peer98.org1.example.com,893kB / 627kB
peer93.org1.example.com,944kB / 721kB
peer71.org1.example.com,813kB / 468kB
peer77.org1.example.com,888kB / 474kB
peer58.org1.example.com,1.08MB / 809kB
peer11.org1.example.com,702kB / 248kB
peer40.org1.example.com,792kB / 388kB
peer20.org1.example.com,643kB / 216kB
peer9.org1.example.com,723kB / 235kB
peer45.org1.example.com,767kB / 273kB
peer3.org1.example.com,741kB / 203kB
peer51.org1.example.com,903kB / 372kB
peer57.org1.example.com,721kB / 220kB
peer26.org1.example.com,855kB / 271kB
peer7.org1.example.com,704kB / 269kB
peer23.org1.example.com,785kB / 457kB
peer65.org1.example.com,850kB / 224kB
peer0.org1.example.com,4.57MB / 12.7MB
peer31.org1.example.com,823kB / 243kB
peer56.org1.example.com,867kB / 652kB
peer52.org1.example.com,634kB / 243kB
peer92.org1.example.com,721kB / 286kB
peer78.org1.example.com,942kB / 533kB
peer43.org1.example.com,787kB / 256kB
peer22.org1.example.com,664kB / 214kB
peer61.org1.example.com,173kB / 18kB
peer25.org1.example.com,823kB / 249kB
peer39.org1.example.com,791kB / 274kB
peer33.org1.example.com,911kB / 278kB
peer82.org1.example.com,810kB / 393kB
peer15.org1.example.com,559kB / 200kB
peer53.org1.example.com,730kB / 246kB
peer72.org1.example.com,843kB / 263kB
peer5.org1.example.com,868kB / 256kB
peer96.org1.example.com,703kB / 273kB
peer49.org1.example.com,783kB / 263kB
peer14.org1.example.com,1MB / 528kB
1542764571.9606948,peer63.org1.example.com,258kB / 142kB,258000,142000
1542764571.9606948,peer54.org1.example.com,304kB / 161kB,304000,161000
1542764571.9606948,peer95.org1.example.com,276kB / 173kB,276000,173000
1542764571.9606948,peer30.org1.example.com,266kB / 159kB,266000,159000
1542764571.9606948,peer90.org1.example.com,305kB / 184kB,305000,184000
1542764571.9606948,peer55.org1.example.com,356kB / 168kB,356000,168000
1542764571.9606948,peer84.org1.example.com,355kB / 213kB,355000,213000
1542764571.9606948,peer17.org1.example.com,327kB / 199kB,327000,199000
1542764571.9606948,peer13.org1.example.com,292kB / 211kB,292000,211000
1542764571.9606948,peer60.org1.example.com,294kB / 245kB,294000,245000
1542764571.9606948,peer35.org1.example.com,301kB / 244kB,301000,244000
1542764571.9606948,peer74.org1.example.com,369kB / 231kB,369000,231000
1542764571.9606948,peer29.org1.example.com,289kB / 241kB,289000,241000
1542764571.9606948,peer79.org1.example.com,277kB / 210kB,277000,210000
1542764571.9606948,peer32.org1.example.com,348kB / 234kB,348000,234000
1542764571.9606948,peer97.org1.example.com,342kB / 201kB,342000,201000
1542764571.9606948,peer70.org1.example.com,338kB / 281kB,338000,281000
1542764571.9606948,peer50.org1.example.com,399kB / 284kB,399000,284000
1542764571.9606948,peer62.org1.example.com,418kB / 280kB,418000,280000
1542764571.9606948,peer16.org1.example.com,302kB / 219kB,302000,219000
1542764571.9606948,peer83.org1.example.com,298kB / 253kB,298000,253000
1542764571.9606948,peer87.org1.example.com,347kB / 272kB,347000,272000
1542764571.9606948,peer73.org1.example.com,439kB / 343kB,439000,343000
1542764571.9606948,peer80.org1.example.com,436kB / 280kB,436000,280000
1542764571.9606948,peer34.org1.example.com,437kB / 243kB,437000,243000
1542764571.9606948,peer42.org1.example.com,367kB / 398kB,367000,398000
1542764571.9606948,peer67.org1.example.com,362kB / 275kB,362000,275000
1542764571.9606948,peer27.org1.example.com,449kB / 365kB,449000,365000
1542764571.9606948,peer12.org1.example.com,344kB / 274kB,344000,274000
1542764571.9606948,peer91.org1.example.com,393kB / 291kB,393000,291000
1542764571.9606948,peer99.org1.example.com,594kB / 486kB,594000,486000
1542764571.9606948,peer94.org1.example.com,314kB / 257kB,314000,257000
1542764571.9606948,peer24.org1.example.com,430kB / 445kB,430000,445000
1542764571.9606948,peer88.org1.example.com,363kB / 370kB,363000,370000
1542764571.9606948,peer38.org1.example.com,814kB / 635kB,814000,635000
1542764571.9606948,peer89.org1.example.com,837kB / 605kB,837000,605000
1542764571.9606948,peer59.org1.example.com,746kB / 610kB,746000,610000
1542764571.9606948,peer76.org1.example.com,829kB / 684kB,829000,684000
1542764571.9606948,peer85.org1.example.com,952kB / 769kB,952000,769000
1542764571.9606948,peer1.org1.example.com,2.74MB / 6.78MB,2740000,6780000
1542764571.9606948,peer64.org1.example.com,852kB / 602kB,852000,602000
1542764571.9606948,peer44.org1.example.com,631kB / 513kB,631000,513000
1542764571.9606948,peer66.org1.example.com,803kB / 671kB,803000,671000
1542764571.9606948,peer4.org1.example.com,773kB / 639kB,773000,639000
1542764571.9606948,peer36.org1.example.com,933kB / 700kB,933000,700000
1542764571.9606948,peer69.org1.example.com,943kB / 696kB,943000,696000
1542764571.9606948,peer21.org1.example.com,962kB / 790kB,962000,790000
1542764571.9606948,peer18.org1.example.com,817kB / 737kB,817000,737000
1542764571.9606948,peer19.org1.example.com,720kB / 647kB,720000,647000
1542764571.9606948,orderer.example.com,151kB / 2.15kB,151000,2150
1542764571.9606948,peer46.org1.example.com,1.08MB / 801kB,1080000,801000
1542764571.9606948,peer41.org1.example.com,1.03MB / 711kB,1030000,711000
1542764571.9606948,peer8.org1.example.com,978kB / 777kB,978000,777000
1542764571.9606948,peer86.org1.example.com,1.11MB / 790kB,1110000,790000
1542764571.9606948,peer47.org1.example.com,1.01MB / 789kB,1010000,789000
1542764571.9606948,peer6.org1.example.com,1.11MB / 862kB,1110000,862000
1542764571.9606948,peer75.org1.example.com,1.11MB / 835kB,1110000,835000
1542764571.9606948,peer81.org1.example.com,954kB / 806kB,954000,806000
1542764571.9606948,peer37.org1.example.com,812kB / 643kB,812000,643000
1542764571.9606948,peer28.org1.example.com,772kB / 595kB,772000,595000
1542764571.9606948,peer2.org1.example.com,1.07MB / 727kB,1070000,727000
1542764571.9606948,peer68.org1.example.com,842kB / 647kB,842000,647000
1542764571.9606948,peer48.org1.example.com,882kB / 583kB,882000,583000
1542764571.9606948,peer10.org1.example.com,885kB / 631kB,885000,631000
1542764571.9606948,peer98.org1.example.com,893kB / 627kB,893000,627000
1542764571.9606948,peer93.org1.example.com,944kB / 721kB,944000,721000
1542764571.9606948,peer71.org1.example.com,813kB / 468kB,813000,468000
1542764571.9606948,peer77.org1.example.com,888kB / 474kB,888000,474000
1542764571.9606948,peer58.org1.example.com,1.08MB / 809kB,1080000,809000
1542764571.9606948,peer11.org1.example.com,702kB / 248kB,702000,248000
1542764571.9606948,peer40.org1.example.com,792kB / 388kB,792000,388000
1542764571.9606948,peer20.org1.example.com,643kB / 216kB,643000,216000
1542764571.9606948,peer9.org1.example.com,723kB / 235kB,723000,235000
1542764571.9606948,peer45.org1.example.com,767kB / 273kB,767000,273000
1542764571.9606948,peer3.org1.example.com,741kB / 203kB,741000,203000
1542764571.9606948,peer51.org1.example.com,903kB / 372kB,903000,372000
1542764571.9606948,peer57.org1.example.com,721kB / 220kB,721000,220000
1542764571.9606948,peer26.org1.example.com,855kB / 271kB,855000,271000
1542764571.9606948,peer7.org1.example.com,704kB / 269kB,704000,269000
1542764571.9606948,peer23.org1.example.com,785kB / 457kB,785000,457000
1542764571.9606948,peer65.org1.example.com,850kB / 224kB,850000,224000
1542764571.9606948,peer0.org1.example.com,4.57MB / 12.7MB,4570000,12700000
1542764571.9606948,peer31.org1.example.com,823kB / 243kB,823000,243000
1542764571.9606948,peer56.org1.example.com,867kB / 652kB,867000,652000
1542764571.9606948,peer52.org1.example.com,634kB / 243kB,634000,243000
1542764571.9606948,peer92.org1.example.com,721kB / 286kB,721000,286000
1542764571.9606948,peer78.org1.example.com,942kB / 533kB,942000,533000
1542764571.9606948,peer43.org1.example.com,787kB / 256kB,787000,256000
1542764571.9606948,peer22.org1.example.com,664kB / 214kB,664000,214000
1542764571.9606948,peer61.org1.example.com,173kB / 18kB,173000,18000
1542764571.9606948,peer25.org1.example.com,823kB / 249kB,823000,249000
1542764571.9606948,peer39.org1.example.com,791kB / 274kB,791000,274000
1542764571.9606948,peer33.org1.example.com,911kB / 278kB,911000,278000
1542764571.9606948,peer82.org1.example.com,810kB / 393kB,810000,393000
1542764571.9606948,peer15.org1.example.com,559kB / 200kB,559000,200000
1542764571.9606948,peer53.org1.example.com,730kB / 246kB,730000,246000
1542764571.9606948,peer72.org1.example.com,843kB / 263kB,843000,263000
1542764571.9606948,peer5.org1.example.com,868kB / 256kB,868000,256000
1542764571.9606948,peer96.org1.example.com,703kB / 273kB,703000,273000
1542764571.9606948,peer49.org1.example.com,783kB / 263kB,783000,263000
1542764571.9606948,peer14.org1.example.com,1MB / 528kB,1000000,528000

peer63.org1.example.com,265kB / 154kB
peer54.org1.example.com,309kB / 168kB
peer95.org1.example.com,285kB / 187kB
peer30.org1.example.com,271kB / 165kB
peer90.org1.example.com,314kB / 193kB
peer55.org1.example.com,361kB / 175kB
peer84.org1.example.com,359kB / 220kB
peer17.org1.example.com,333kB / 207kB
peer13.org1.example.com,296kB / 215kB
peer60.org1.example.com,331kB / 252kB
peer35.org1.example.com,333kB / 250kB
peer74.org1.example.com,373kB / 236kB
peer29.org1.example.com,325kB / 247kB
peer79.org1.example.com,313kB / 214kB
peer32.org1.example.com,353kB / 240kB
peer97.org1.example.com,346kB / 204kB
peer70.org1.example.com,345kB / 290kB
peer50.org1.example.com,407kB / 293kB
peer62.org1.example.com,423kB / 287kB
peer16.org1.example.com,307kB / 224kB
peer83.org1.example.com,341kB / 268kB
peer87.org1.example.com,378kB / 292kB
